Tweet,Date,Retweets,,,,
This book is total fabricated fiction! But only 99c if you like that sort of thing. #NationalAuthorsDay ,Thu Nov 02 00:17:50 +0000 2017,4,,,,
The terrorist who killed 8 people in NYC was an animal! But I'm still waiting for all the facts before I criticize the Las Vegas shooter.,Wed Nov 01 23:30:26 +0000 2017,148,,,,
George Peepeetape-alopoulos was a low-level campaign volunteer who I only ever served one scoop of ice cream. He was not a two-scooper!,Wed Nov 01 23:09:40 +0000 2017,49,,,,
"Scotland Yard knew about #HarveyWeinstein in the 1990s! If @NatEnquirer had covered it, he could be President now! ",Wed Nov 01 17:55:53 +0000 2017,29,,,,
Can we include fuckability on the merit test? ,Wed Nov 01 15:44:44 +0000 2017,4,,,,
I misplaced the list of reforms you offered after the #LasVegasShooting. Could you resend? ,Wed Nov 01 15:42:44 +0000 2017,132,,,,
Help #Trumpcare succeed! Please RT! #MAGA ,Wed Nov 01 15:37:09 +0000 2017,20,,,,
Trumpcare is not my fault! Puerto Rico is not my fault! Niger is not my fault! The NY attack is not my fault! ,Wed Nov 01 14:58:02 +0000 2017,82,,,,
"Las Vegas terrorist armed himself through what is called the Military Weapons For All"" program"," a Wayne LaPierre beauty. My hands are tied.""",Wed Nov 01 13:28:05 +0000 2017,215,,,
John Kelly is a low-level Chief-of-Staffer who I wouldn't even recognize next to Felix Sater or George Peepeedoolos! ,Wed Nov 01 13:22:18 +0000 2017,11,,,,
Sam Clovis is known liar! I nominated him to be chief scientist at the USDA specifically to lie about science! ,Wed Nov 01 05:41:14 +0000 2017,122,,,,
"I have just ordered Homeland Security to step up our already Extreme Vetting Program. It will not, of course, apply to gun buyers or Nazis!",Wed Nov 01 02:38:36 +0000 2017,138,,,,
Wasn't this the year you were going to teach her how to bribe a DA next time you &amp; Aunty Ivanka commit felony fraud? ,Wed Nov 01 01:16:41 +0000 2017,224,,,,
I'm going to take $1.5 trillion from Social Security &amp; Medicaid &amp; give it to greedy rich fuckers like you! #winning ,Tue Oct 31 23:25:34 +0000 2017,304,,,,
"John Kelly has a profound ignorance... of pretty basic things about the American historical narrative."" #MyKindaGuy """,Tue Oct 31 19:34:43 +0000 2017,13,,,,
#NotAllWhiteMen ,Tue Oct 31 19:00:38 +0000 2017,6,,,,
"Great meeting with John Kelly &amp; Mike Pence today. Make Slavery Great Again! Reclassify Women As Breeding Vessels""! """,Tue Oct 31 18:39:23 +0000 2017,125,,,,
Corey Lewandowski was grabbing so much puss during the campaign he doesn't remember much else! ,Tue Oct 31 17:35:10 +0000 2017,5,,,,
This guy. ,Tue Oct 31 17:33:54 +0000 2017,7,,,,
Bannon also tells me the #25thAmendment is my friend. He makes very good points! #insanitydefense #wakeupGOP #imready,Tue Oct 31 15:26:16 +0000 2017,14,,,,
WHAT DID HILLARY KNOW ABOUT TED CRUZ'S DAD KILLING JFK AND WHEN DID SHE KNOW IT? #JFKFILES #REDACTED,Tue Oct 31 15:17:10 +0000 2017,17,,,,
Betsy DeVos says George Papajohnsisbest couldn't have been wearing a wire in London last week as they don't make wires that long! #obviously,Tue Oct 31 15:09:32 +0000 2017,77,,,,
Bannon says I should cut Mueller's budget and give more to the Secret Service so they can start paying their golf cart rentals again! #smart,Tue Oct 31 15:05:49 +0000 2017,13,,,,
The only reason I hired George Pappledediddlypoop is because he said he could introduce me to Putin's niece. He's a liar! #bucketlist,Tue Oct 31 14:51:37 +0000 2017,155,,,,
Amazon owns Whole Foods AND the Washington Post. Now do you get it? Eat junk food only! Trust only Lou Dobbs &amp; InfoWars! #youarewhatyoueat,Tue Oct 31 14:45:01 +0000 2017,7,,,,
Robert Mueller faked the moon landing! Why is #FAKENEWS media not reporting this?,Tue Oct 31 14:41:17 +0000 2017,14,,,,
Why is no one investigating the enormous links Hillary went to to make me President. Is Putin HER puppet? ,Tue Oct 31 14:38:47 +0000 2017,26,,,,
#IDontDressUpBecause no one has made a scary killer clown costume better than the one I wear every day,Tue Oct 31 14:20:06 +0000 2017,12,,,,
"John Kelly says the Civil War was caused by a lack of ability to compromise."" Some people just really love slavery! #bothsides""",Tue Oct 31 14:13:24 +0000 2017,8,,,,
John Kelly will not apologize to @RepWilson. He's waiting for an apology from the people who fought to end slavery and ruined everything!,Tue Oct 31 13:29:14 +0000 2017,15,,,,
Remind me to bring this up with Jared when he gets back from his secret trip to Saudi Arabia. ,Tue Oct 31 04:35:18 +0000 2017,69,,,,
"Thank you, @SpeakerRyan, for focusing on the people's problems""! Problems like: HOW CAN WE GIVE MORE TO THE RICH? """,Tue Oct 31 03:12:13 +0000 2017,30,,,,
"When you're a star, they no longer let you do it ",Mon Oct 30 21:23:23 +0000 2017,33,,,,
I picked the wrong week to take a 12-day trip to Asia! ,Mon Oct 30 18:53:40 +0000 2017,13,,,,
"Anything my people did before the campaign doesn't count, but we should keep investigating everything Hillary did before the campaign!",Mon Oct 30 18:28:58 +0000 2017,65,,,,
"Paul Manafort is pleading not guilty, so let's all just move on, why don't we?",Mon Oct 30 18:22:26 +0000 2017,4,,,,
"Thank you Sarah Sanders for clarifying my memory issues. I have the world's best memory, except when it comes to crimes I participated in!",Mon Oct 30 18:20:07 +0000 2017,293,,,,
"Like I said last year: George Papadopoulos is an excellent guy!"" #omerta """,Mon Oct 30 18:14:16 +0000 2017,7,,,,
Please send 💰 now! Unlike your donations to kids with cancer @EricTrump &amp; I promise not to steal the cash this time! ,Mon Oct 30 18:03:02 +0000 2017,54,,,,
Stay tuned to @FoxNews for more fascinating coverage of the hamburger emoji controversy! 🍔 ,Mon Oct 30 16:47:32 +0000 2017,93,,,,
"....Also, there is NO COLLUSION! ",Mon Oct 30 16:24:43 +0000 2017,143,,,,
"Sorry, but this is years ago, before Paul Manafort was part of the Drumpf campaign. Why are we not investigating what Hillary did in 2010!",Mon Oct 30 15:13:44 +0000 2017,16,,,,
"Let he who has not conspired against the US, laundered money, or concealed a few bank accounts cast the first stone! ",Mon Oct 30 13:34:47 +0000 2017,24,,,,
Paul who? ,Mon Oct 30 13:10:05 +0000 2017,36,,,,
"Paul Manafort was arrested on tax charges, so I have nothing to worry about, Just ask my hand-picked IRS chief! ",Mon Oct 30 12:53:29 +0000 2017,10,,,,
"I didn't authorize the mission in Niger. The generals did.

I didn't pick Mike Pence. Paul Manafort did.",Mon Oct 30 12:38:03 +0000 2017,166,,,,
"It's difficult to sleep when a #WorldSeries game like that coincides with #MuellerMonday, amirite?",Mon Oct 30 07:49:34 +0000 2017,16,,,,
What if we just go 2 out of 3 with the Electoral College? #MuellerMonday,Mon Oct 30 05:47:10 +0000 2017,4,,,,
"This reaction to Kevin Spacey is getting me worried. I thought when you were a star, they let you do it. ",Mon Oct 30 05:35:43 +0000 2017,81,,,,
"All of this Russia"" talk right when I'm refusing to implement so-called ""sanctions"" on Russia. Is this coincidental? NOT! #MuellerMonday""",Mon Oct 30 05:31:35 +0000 2017,41,,,,
An average American family making $1M or more per year will see YUGE benefits in my #taxreform! #MAGA #ThanksSuckers ,Mon Oct 30 03:53:54 +0000 2017,42,,,,
I did Nazi that coming. ,Mon Oct 30 00:57:37 +0000 2017,14,,,,
That's just locker room talk. Everyone in the @GOP locker room says they want to fuck Jason Chaffetz! ,Mon Oct 30 00:56:51 +0000 2017,37,,,,
It's a rigged system! ,Sun Oct 29 23:57:04 +0000 2017,8,,,,
You know you're spending too much time on the golf course when you come home and your house is covered in cobwebs. ,Sun Oct 29 22:36:57 +0000 2017,55,,,,
I get like that when I wet my adult diaper. ,Sun Oct 29 20:41:54 +0000 2017,18,,,,
While not at all presidential I must point out this 2016 book predicting #25A was a TOTAL BOMB! Now only 99c. Sad! ,Sun Oct 29 17:32:34 +0000 2017,6,,,,
"If God made him gay, why is Jesus interfering? ",Sun Oct 29 17:21:40 +0000 2017,17,,,,
"It's very interesting how there's so much Russia"" talk right now and suddenly no one's talking about Obama's birth certificate anymore!""",Sun Oct 29 17:20:30 +0000 2017,53,,,,
I did not COLLUDE with Russia! It was just regular money laundering! I've been doing it for years! #MuellerMonday ,Sun Oct 29 17:19:06 +0000 2017,57,,,,
I am sending my investigators to Russia to investigate Hillary's uranium deal! Also I want a Trump Tower in Moscow like Putin promised!,Sun Oct 29 17:14:26 +0000 2017,135,,,,
Let's end the phony WITCH-HUNT into me and get back to the Phony WITCH-HUNTS into Hillary!! #Benghazi #Pizzagate #SethRich #IsHillaryAMan,Sun Oct 29 17:11:56 +0000 2017,50,,,,
"Mexico will pay for the wall!
Everybody will be covered!
My #taxreform plan will give everyone a $4,000 raise!
😂😂😂😂😂
",Sun Oct 29 02:41:19 +0000 2017,38,,,,
Thank you. ,Sun Oct 29 00:52:31 +0000 2017,9,,,,
"While not at all Presidential, I must point out that there's nothing quite like sex with a deeply troubled teen ",Sat Oct 28 23:52:01 +0000 2017,196,,,,
While not at all presidential I must point out that today's #WhiteLivesMatter rallies bombed worse than Michael Moore on Broadway!,Sat Oct 28 22:35:34 +0000 2017,36,,,,
It's a win-win! #SoMuchWinning #MAGA #LOL ,Sat Oct 28 22:19:06 +0000 2017,11,,,,
Totally ridiculous! It's not a wig. ,Sat Oct 28 18:58:01 +0000 2017,4,,,,
The official death toll in #PuertoRico is only 51. Please ignore all the smoke billowing from the crematoriums! ,Sat Oct 28 18:13:38 +0000 2017,29,,,,
"Of the 17 women in this story, the 16 who say #MeToo are TOTAL LIARS while @PressSec is a BEACON OF TRUTH!! Honest!! ",Sat Oct 28 17:26:51 +0000 2017,11,,,,
"On one hand, Mr. Manuel is a child molester. On the other, he wants to allow polluters to rape our lands! #bothsides ",Sat Oct 28 15:25:56 +0000 2017,102,,,,
"Thank you @CLewandowski_! If only Janet Reno were still alive, @SeanHannity would have some questions for her, too! ",Sat Oct 28 15:23:26 +0000 2017,6,,,,
Dirty Little Secret #MyLifeInOneSong ,Sat Oct 28 14:54:03 +0000 2017,7,,,,
Very little reporting about the GREAT GDP numbers Obama achieved in his second term. Just found out Q3 GDP reached 5.2% in 2014! Who knew?,Sat Oct 28 14:48:25 +0000 2017,26,,,,
5 agents were assigned to guard her hospital room in case she made a run for it after gallbladder surgery! #smart ,Sat Oct 28 12:30:53 +0000 2017,27,,,,
Mueller's Russia investigation is drawing to a close &amp; will prove that I did NOT collude with Russia to steal the 2012 election! Thank you.,Sat Oct 28 12:00:51 +0000 2017,9,,,,
"Thank you, Roger Stone! Your unhinged typo-ridden rants show you're totally not worried and have nothing to hide! ",Sat Oct 28 11:57:06 +0000 2017,95,,,,
I was lying when I said I did it and so were they! ,Sat Oct 28 02:46:53 +0000 2017,17,,,,
"Turns out, it's not the #FAKENEWS you have to worry about it. It's the rapists and pussy grabbers. ",Sat Oct 28 02:41:43 +0000 2017,10,,,,
I don't think that's what #Mueller has in mind. ,Sat Oct 28 02:05:16 +0000 2017,82,,,,
I think this is what caused @SeanHannity to have that little accident in his panties. ,Sat Oct 28 01:42:21 +0000 2017,12,,,,
"Hey, buddy, I'm the parody account. Try to be less fucking ridiculous will ya? ",Sat Oct 28 01:37:19 +0000 2017,70,,,,
How on earth did HILLARY persuade them to do THAT!? ,Fri Oct 27 23:21:22 +0000 2017,24,,,,
It is now commonly agreed there was NO collusion between Russia &amp; Trump! Just a lot of cash changing hands &amp; some promises about sanctions!,Fri Oct 27 22:35:08 +0000 2017,134,,,,
You're welcome. ,Fri Oct 27 17:29:21 +0000 2017,2,,,,
Hillary is so devious! How did she make Putin go to all this trouble just for little old me??? ,Fri Oct 27 17:15:57 +0000 2017,10,,,,
This wasn't supposed to happen until AFTER Stephen Miller torches the Reichstag building! ,Fri Oct 27 16:04:02 +0000 2017,5,,,,
I'll #DrainTheSwamp &amp; get rid of #PayForPlay! #Kidding! I've brought in bigger reptiles &amp; now accept all currencies! ,Fri Oct 27 15:56:04 +0000 2017,16,,,,
WAKE UP PEOPLE! @DevinNunes confirms Russia hacked the election and helped me win! But it was all Hillary's fault! ,Fri Oct 27 15:40:27 +0000 2017,19,,,,
Thank you for not reading this when it came out in 2016! ,Fri Oct 27 15:24:03 +0000 2017,18,,,,
"And if not loved, at least allowed to grab a pussy or two #SnatchGrabber #DavidCopAFeel #AgingPervertClub ",Fri Oct 27 12:36:54 +0000 2017,6,,,,
The Electoral College is a wonderful thing! ,Fri Oct 27 12:14:29 +0000 2017,159,,,,
"He may be a rapist wanted in China, but on the other hand, he pays his club fees on time #bothsides ",Fri Oct 27 01:40:59 +0000 2017,112,,,,
I'm eliminating the threat posed by 10-year-old girls w/cerebral palsy! #StandingOvationPlease #MakeAmericaSafeAgain ,Fri Oct 27 01:17:02 +0000 2017,22,,,,
"As long as they still let stars"" do it. Right"," @BillOReilly? """,Fri Oct 27 01:03:44 +0000 2017,9,,,
They're rapists. ,Thu Oct 26 23:24:46 +0000 2017,7,,,,
"There will be no exception for rape or incest. Only exception is for the mistresses of family values"" Republicans. """,Thu Oct 26 21:22:41 +0000 2017,69,,,,
"#ManyPeopleAreSaying I said I have the world's greatest memory. Thing is, I don't remember. Sad! ",Thu Oct 26 21:21:12 +0000 2017,29,,,,
"Funny, because they definitely worked on Sean Hannity and Lou Dobbs. ",Thu Oct 26 20:55:30 +0000 2017,10,,,,
@nytopinion Not when your willy's as small as mine. ,Thu Oct 26 20:26:26 +0000 2017,1,,,,
I hire the best international money launderers! #PayToPlay #Corruption #TrumpCrimeFamily #MAGA #LOL ,Thu Oct 26 20:22:21 +0000 2017,27,,,,
"Thank you, taxpayers! I'm SOOO addicted to dictator chic""! ",,,,,,
,,,,,,
Also, sorry about your #Medicare.,,,,,
,,,,,,
",Thu Oct 26 15:13:36 +0000 2017,242
I am releasing the #JFKFiles because I believe in total transparency. Just kidding! And no"," you can't see my tax returns.""",Thu Oct 26 14:06:36 +0000 2017,445,,,
See -- I'm totally Presidential! #DavidCopAFeel #AgingPervertsClub ,Thu Oct 26 05:19:42 +0000 2017,10,,,,
Everyone needs underwear. #smart ,Thu Oct 26 01:48:19 +0000 2017,30,,,,
"Sorry for the delay, but Putin says if I impose these new sanctions he'll put the interest rate on my loans back up! ",Thu Oct 26 01:33:38 +0000 2017,55,,,,
"I think the word you're looking for is kleptocracy."" Look at how intelligent I am! I have the best words! """,Wed Oct 25 22:27:38 +0000 2017,32,,,,
"I didn't authorize the #Niger mission. Generals did.
I didn't commit treason to get hacked Hillary data. Jared did. ",Wed Oct 25 21:37:45 +0000 2017,97,,,,
Don't listen to what we say. Watch what we do. ,Wed Oct 25 18:54:01 +0000 2017,32,,,,
"I have a photographic memory! So unless you show me a photograph, don't expect me to remember anything.",Wed Oct 25 18:47:58 +0000 2017,29,,,,
"The press makes me seem more uncivil than I am! For a Nazi sexual predator cyberbully, I'm actually a very sweet guy ",Wed Oct 25 17:58:15 +0000 2017,83,,,,
Is this what my friend Jim would call a subtweet? ,Wed Oct 25 17:01:01 +0000 2017,10,,,,
Such a #NastyWoman! Why is everything always about #PuertoRico with her? ,Wed Oct 25 16:07:53 +0000 2017,14,,,,
"Thank you @JeffFlake, @SenBobCorker &amp; @SenJohnMcCain for standing with me as we fuck American consumers! #heroes ",Wed Oct 25 11:19:09 +0000 2017,203,,,,
"Because up till then, God had been doing a really great job. ",Wed Oct 25 11:05:53 +0000 2017,7,,,,
"We still do not have quite enough guns to keep everyone safe! Until then, the daily mass shootings will continue.",Wed Oct 25 10:52:13 +0000 2017,27,,,,
"Repealing and replacing Obamacare was easy! Now I'm promising everyone three megazillion dollars! Right, @PressSec? ",Tue Oct 24 20:27:09 +0000 2017,4,,,,
Shhh. ,Tue Oct 24 20:21:10 +0000 2017,38,,,,
"Thank you, Devin Nunes! We must find out what Russia did to help Hillary win by 3M votes! #beatbyagirl #stillhurts ",Tue Oct 24 16:16:25 +0000 2017,15,,,,
They know why. 🇷🇺 ,Tue Oct 24 16:13:52 +0000 2017,40,,,,
Ivanka has such respect for American workers she won't let them sully their hands making her own 2nd-rate products! ,Tue Oct 24 14:30:26 +0000 2017,74,,,,
Bob Corker is such a nerd he tried explaining the Iran Deal to me once &amp;  said USA must be a leader &amp; I said maybe under Obama not anymore!,Tue Oct 24 13:00:08 +0000 2017,52,,,,
I'm not just fucking Puerto Rico anymore. ,Tue Oct 24 12:44:14 +0000 2017,14,,,,
